Langnes;471
Landa;471
Lindahl;460
Lunder;456
Lied;456
Løvli;455
Lægreid;453
Leite;448
Lygre;440
Leine;428
Lofthus;427
Langhelle;386
Lervåg;379
Lura;378
Lysaker;373
Lundemo;370
Landmark;370
Linde;367
Lundgren;357
Løkås;354
Løyning;350
Langli;345
Liseth;343
Lassen;341
Lysø;340
Landsem;336
Løvland;335
Lium;334
Løver;330
Langvik;330
Lende;326
Lilleng;321
Leithe;321
Leistad;317
Lossius;314
Langøy;314
Langåker;313
Langø;312
Langlo;312
Lyse;308
Lindhjem;307
Lærum;306
Lilleby;306
Liknes;306
Lydersen;302
Lyngvær;300
Løvlien;298
Langmo;298
Leikvoll;292
Liabø;290
Leonhardsen;289
Log;286
Laugen;285
Lam;285
Lee;284
Lillestøl;283
Lyngmo;282
Lyssand;281
Lillegård;278
Lilletvedt;277
Leren;275
Leikanger;272
Lillejord;269
Lilleås;267
Lysgård;266
Leira;266
Langaas;266
Løset;264
Ludviksen;261
Lehne;261
Lauvås;260
Lone;259
Lieng;258
Landrø;258
Løvlie;257
Lokøy;257
Lindal;254
Lundal;253
Lindholm;253
Lillemo;252
Løkkeberg;251
Lundquist;251
Lekven;251
Lindquist;250
Lomeland;247
Leiknes;247
Lindvik;246
Langfeldt;246
Levang;245
Leirvåg;245
Løtveit;244
Langedal;243
Lindanger;242
Lynum;241
Lindås;241
Løchen;240
Liverød;239
Lundgård;238
Lehn;237
Laursen;235
Leidland;232
Linge;228
Langholm;228
Lidal;227
Låstad;226
Lenes;225
Liberg;223
Lyshaug;221
Lilleland;221
Leivestad;221
Lundh;219
Lilleberg;219
Ljosland;217
Leirdal;216
Langemyr;215
Lausund;214
Langørgen;213
Langset;213
Lundekvam;211
Lindgaard;211
Lillehagen;211
Lauten;211
Løvoll;210
Løge;209
Lerøy;209
Løvberg;205
Lilleengen;205
Langbråten;205
Lysne;203
Lilleeng;203
Lundhaug;202
Loen;202
Lindqvist;202
Liane;202
Langen;202
Laland;202
Lødemel;201
Lamo;201
Lyngås;200
Landaas;200
Lysberg;183
Moen;10494
Martinsen;8954
Mathisen;7846
Moe;6855
Myhre;5862
Mikkelsen;4360
Myklebust;4199
Madsen;3854
Mikalsen;3576
Mortensen;3556
Magnussen;3495
Monsen;2723
Møller;2188
Markussen;2033
Mæland;1905
Myrvang;1873
Marthinsen;1844
Meland;1613
Meyer;1592
Mo;1587
Myrvold;1573
Melby;1436
Mathiesen;1400
Mork;1381
Mørk;1377
Martinussen;1301
Michelsen;1248
Meling;1126
Midtbø;1031
Mohamed;1013
Myren;981
Mjelde;953
Mathiassen;949
Morken;928
Matre;838
Myhren;831
Moland;826
Michaelsen;787
Mohammed;770
Mørch;728
Melhus;724
Moberg;692
Myhr;681
Myrland;680
Melbye;639
Myrseth;630
Midtun;612
Mydland;607
Mæhlum;598
Myrvoll;595
Marcussen;595
Myhrvold;591
Moi;590
Myller;587
Marthinussen;581
Myran;561
Malik;545
Midttun;544
Markhus;527
Mjøs;509
Mahmood;500
Mohammad;498
Mundal;460
Malmin;457
Moan;455
Minde;437
Myhrer;435
Molvik;433
Mjøen;431
Moss;413
Myhra;404
Mæhle;402
